content_id,title,content_type,genre_id,studio_id,release_year,language,duration_minutes,age_rating,imdb_rating,production_budget,licensing_cost,available_regions,is_original,created_at,updated_at,production_overhead,distribution_cost,technology_cost,localization_cost,contract_administration_cost,contingency_cost,total_content_cost,licensing_cost_ratio,production_cost_ratio,localization_cost_per_region,total_revenue,total_watch_hours,total_views,likes,dislikes,average_completion_rate,average_rewatch_rate,conversions,marketing_spend,attributed_revenue,genre_name,studio_name,total_investment,contribution_profit,content_roi,revenue_per_watch_hour,positive_engagement_rate,portfolio_revenue_percentile,portfolio_roi_percentile,decision
22136,Midnight: Reborn (22136),Movie,16,59,2016,Hindi,124,PG-13,7.7,40068.95,8630.42,12,False,2026-09-07 16:37:14.824367,2026-09-07 16:37:14.824378,3513.74,1727.21,964.05,2930.83,175.91,1115.51,59126.62,0.146,0.7371,244.24,33169.07,71.27,21,3,0,61.97,23.81,0.0,0.0,0.0,Sci-Fi,Pacific Interactive,59126.62,-25957.55,-0.439,465.4,1.0,0.3428,0.195,COST_REVIEW
22137,Empire of Midnight (22137),Movie,11,23,2025,English,166,NC-17,7.5,32901.6,2588.9,8,False,2026-09-07 16:37:14.825513,2026-09-07 16:37:14.825528,2596.16,884.83,592.75,2908.13,39.24,1603.32,44114.93,0.0587,0.8047,363.52,27654.29,66.58,21,2,0,53.21,14.29,0.0,0.0,0.0,History,Amazon MGM Studios,44114.93,-16460.64,-0.3731,415.35,1.0,0.2594,0.2317,COST_REVIEW
22138,Rise of Dynasty (22138),Series,10,214,2025,Hindi,58,G,7.2,46614.55,0.0,11,True,2026-09-07 16:37:14.826320,2026-09-07 16:37:14.826332,3522.29,1174.8,853.85,2804.18,0.0,2198.97,57168.64,0.0,0.877,254.93,19425.14,28.490000000000002,11,2,0,49.32,0.0,0.0,0.0,0.0,Fantasy,Beacon Motion Pictures 214,57168.64,-37743.5,-0.6602,681.82,1.0,0.1391,0.0835,COST_REVIEW
22139,Code Requiem (22139),Movie,11,227,2012,Japanese,160,TV-PG,6.9,34210.2,5368.95,9,False,2026-09-07 16:37:14.827046,2026-09-07 16:37:14.827055,4024.37,1292.85,556.48,2094.42,165.93,1439.87,49153.07,0.1092,0.7779,232.71,19464.879999999997,70.4,13,6,0,78.84,53.85,0.0,0.0,0.0,History,Nexus Cinema 227,49153.07,-29688.19,-0.604,276.49,1.0,0.1396,0.1092,COST_REVIEW
22140,Song of Ascendance (22140),Movie,1,131,2013,Japanese,85,G,8.6,30237.46,0.0,4,True,2026-09-07 16:37:14.828601,2026-09-07 16:37:14.828620,4316.26,1485.81,541.94,1486.75,0.0,643.35,38711.57,0.0,0.8926,371.69,72044.08,114.00999999999999,24,6,0,81.25,45.83,0.0,0.0,0.0,Action,Crest Entertainment 131,38711.57,33332.51,0.861,631.91,1.0,0.7836,0.743,EXPAND
22141,Inside Valor - Unbound (22141),Movie,20,148,2024,Hindi,96,PG,6.1,21722.83,0.0,5,True,2026-09-07 16:37:14.829788,2026-09-07 16:37:14.829802,2298.2,373.46,542.66,1202.63,0.0,1064.46,27204.24,0.0,0.883,240.53,40865.1,99.9,18,3,1,57.01,5.56,0.0,0.0,0.0,Western,Nexus Motion Pictures,27204.24,13660.86,0.5022,409.06,0.75,0.4572,0.6363,RENEW
22142,Under Avalon - Awakening,Movie,13,73,2016,Spanish,158,G,8.1,16447.94,2501.66,10,False,2026-09-07 16:37:14.830452,2026-09-07 16:37:14.830461,1427.97,727.29,345.9,2473.19,72.39,936.6,24932.94,0.1003,0.717,247.32,69701.8,48.06,14,3,0,53.76,42.86,0.0,0.0,0.0,Music,Beacon Group,24932.94,44768.86,1.7956,1450.31,1.0,0.7668,0.8924,RENEW
22143,Whispers in Illusion - Retribution,Series,4,196,2023,English,50,NC-17,5.9,20163.51,0.0,9,True,2026-09-07 16:37:14.832598,2026-09-07 16:37:14.832614,1498.64,388.27,271.21,1625.86,0.0,1201.54,25149.03,0.0,0.8614,180.65,88976.64,89.25,26,5,2,63.91,26.92,0.0,0.0,0.0,Biography,Pacific Studios 196,25149.03,63827.61,2.538,996.94,0.7143,0.8766,0.9455,EXPAND
22144,Paradise 2 (22144),Movie,6,236,2025,English,97,TV-PG,6.1,24561.41,2476.55,8,False,2026-09-07 16:37:14.833283,2026-09-07 16:37:14.833290,3308.74,664.91,218.57,2296.79,58.47,1356.39,34941.83,0.0709,0.7976,287.1,41615.64,99.61,14,7,0,79.17,50.0,0.0,0.0,0.0,Crime,Pacific Entertainment,34941.83,6673.81,0.191,417.79,1.0,0.4681,0.518,RENEW
22145,Rise of Light - Rising,Movie,5,9,2013,English,130,PG-13,6.3,18258.06,3071.37,5,False,2026-09-07 16:37:14.834034,2026-09-07 16:37:14.834043,2691.86,540.17,366.37,1643.64,82.21,720.72,27374.4,0.1122,0.7653,328.73,17872.2,69.89,24,6,2,53.44,29.17,0.0,0.0,0.0,Comedy,Marvel Studios,27374.4,-9502.2,-0.3471,255.72,0.75,0.1196,0.2457,COST_REVIEW
22146,After Honor - Endgame,Series,16,110,2017,English,32,TV-PG,5.8,18256.14,1518.39,12,False,2026-09-07 16:37:14.834711,2026-09-07 16:37:14.834718,1669.05,733.09,412.26,2304.46,35.66,1102.96,26032.01,0.0583,0.7654,192.04,85388.53,88.64,23,3,1,73.88,34.78,0.0,0.0,0.0,Sci-Fi,Zenith Films,26032.01,59356.52,2.2801,963.32,0.75,0.8607,0.931,EXPAND
22147,Return of Justice (22147),Movie,7,43,2023,English,103,PG-13,7.8,25056.69,5700.35,3,False,2026-09-07 16:37:14.835326,2026-09-07 16:37:14.835336,2159.52,1188.43,387.25,1378.54,170.71,629.74,36671.23,0.1554,0.7422,459.51,26644.77,89.07,26,4,1,48.3,0.0,0.0,0.0,0.0,Documentary,Prism Productions,36671.23,-10026.46,-0.2734,299.14,0.8,0.2446,0.2858,COST_REVIEW
22148,Prophecy of Genesis - Conspiracy,Series,12,137,2010,English,32,TV-Y,4.2,37255.67,5491.35,15,False,2026-09-07 16:37:14.837619,2026-09-07 16:37:14.837638,4252.15,691.85,874.39,3313.6,129.06,1738.88,53746.95,0.1022,0.7723,220.91,29460.77,98.28999999999999,21,11,0,79.43,38.1,0.0,0.0,0.0,Horror,Orion Interactive 137,53746.95,-24286.18,-0.4519,299.73,1.0,0.2873,0.1874,COST_REVIEW
22149,Kingdom of Eternity - Fallout,Movie,6,201,2018,Japanese,102,R,7.2,18396.85,0.0,12,True,2026-09-07 16:37:14.838692,2026-09-07 16:37:14.838704,2387.54,755.53,297.41,2873.32,0.0,887.34,25597.99,0.0,0.812,239.44,57317.549999999996,119.13,19,7,2,78.94,52.63,0.0,0.0,0.0,Crime,Silver Pictures 201,25597.99,31719.56,1.2391,481.13,0.7778,0.6556,0.8192,EXPAND
22150,The Last Reckoning (22150),Series,1,235,2017,Korean,61,PG-13,6.2,42169.99,3167.15,10,False,2026-09-07 16:37:14.839605,2026-09-07 16:37:14.839614,4258.59,1108.24,393.54,2806.71,95.03,1105.43,55104.68,0.0575,0.8426,280.67,126468.15,159.42000000000002,25,11,0,78.09,32.0,0.0,0.0,0.0,Action,Horizon Media 235,55104.68,71363.47,1.2951,793.3,1.0,0.9672,0.8284,EXPAND
22151,Olympus 2 (22151),Series,18,46,2021,English,25,R,8.1,25339.66,0.0,12,True,2026-09-07 16:37:14.840209,2026-09-07 16:37:14.840215,2957.31,1179.99,342.6,2551.3,0.0,519.25,32890.11,0.0,0.8603,212.61,62251.55,60.34,23,4,3,56.92,21.74,0.0,0.0,0.0,Thriller,Crest Motion Pictures,32890.11,29361.44,0.8927,1031.68,0.5714,0.7039,0.7511,RENEW
22152,Thunder: Protocol (22152),Series,3,261,2021,Japanese,54,PG-13,6.5,32326.29,7697.16,6,False,2026-09-07 16:37:14.840883,2026-09-07 16:37:14.840897,4024.28,799.67,434.24,2204.84,106.84,2109.51,49702.83,0.1549,0.7314,367.47,96192.64,104.9,25,7,1,69.75,24.0,0.0,0.0,0.0,Animation,Omni Films,49702.83,46489.81,0.9354,916.99,0.875,0.9038,0.761,EXPAND
22153,Chronicles of Eternity - Reborn,Series,4,222,2019,Hindi,63,NC-17,5.2,13674.66,1762.03,6,False,2026-09-07 16:37:14.842654,2026-09-07 16:37:14.842671,2002.7,537.21,116.01,1270.79,34.73,902.44,20300.57,0.0868,0.7723,211.8,55649.65,109.28,27,9,0,78.72,44.44,0.0,0.0,0.0,Biography,Pinnacle Entertainment 222,20300.57,35349.08,1.7413,509.24,1.0,0.6389,0.8867,EXPAND
22154,Illusion 3 (22154),Movie,14,266,2024,Hindi,114,TV-PG,7.1,16143.9,2217.33,4,False,2026-09-07 16:37:14.844477,2026-09-07 16:37:14.844494,1208.43,335.25,302.75,1169.37,76.23,432.98,21886.24,0.1013,0.7928,292.34,28555.73,35.18,15,1,1,50.42,26.67,0.0,0.0,0.0,Mystery,Nexus Films 266,21886.24,6669.49,0.3047,811.7,0.5,0.2739,0.5648,RENEW
22155,Edge of Darkness (22155),Series,6,120,2020,French,52,PG-13,8.0,35354.53,2295.08,4,False,2026-09-07 16:37:14.845166,2026-09-07 16:37:14.845176,5294.85,1715.69,772.32,1954.27,44.32,1667.8,49098.86,0.0467,0.8279,488.57,84381.01999999999,87.24,18,3,2,70.9,22.22,0.0,0.0,0.0,Crime,Crown Interactive,49098.86,35282.16,0.7186,967.23,0.6,0.8555,0.7032,EXPAND
22156,Storm 3 (22156),Series,15,154,2025,Hindi,44,PG,6.8,33694.65,5705.42,4,False,2026-09-07 16:37:14.846402,2026-09-07 16:37:14.846416,3210.9,510.52,309.27,2139.3,74.41,912.25,46556.72,0.1225,0.7927,534.83,32858.1,79.13,16,2,3,54.79,12.5,0.0,0.0,0.0,Romance,Orion Motion Pictures,46556.72,-13698.62,-0.2942,415.24,0.4,0.3379,0.2746,COST_REVIEW
22157,City of Darkness (22157),Series,6,119,2019,Japanese,57,TV-MA,5.4,12223.59,2508.59,3,False,2026-09-07 16:37:14.847113,2026-09-07 16:37:14.847122,1529.02,282.97,248.85,522.78,35.65,658.34,18009.79,0.1393,0.7636,174.26,98492.33,133.95,23,8,1,74.16,34.78,0.0,0.0,0.0,Crime,Pinnacle Entertainment 119,18009.79,80482.54,4.4688,735.29,0.8889,0.9113,0.9892,EXPAND
22158,Thunder 2 (22158),Movie,6,88,2015,Hindi,84,PG-13,6.8,35903.05,1802.7,7,False,2026-09-07 16:37:14.847780,2026-09-07 16:37:14.847788,4003.81,1387.94,284.17,1998.12,53.33,1425.13,46858.25,0.0385,0.8517,285.45,67410.67,83.75999999999999,21,1,2,47.62,28.57,0.0,0.0,0.0,Crime,Atlantic Media,46858.25,20552.42,0.4386,804.81,0.3333,0.7481,0.6136,MONITOR
22159,The Last Syndicate - Retribution,Movie,9,30,2014,English,143,PG-13,8.4,13340.19,2681.74,13,False,2026-09-07 16:37:14.848465,2026-09-07 16:37:14.848473,1384.71,598.62,155.31,3427.11,88.82,658.93,22335.43,0.1201,0.6593,263.62,18404.739999999998,100.36,25,11,0,79.06,28.0,0.0,0.0,0.0,Family,MAPPA Studio,22335.43,-3930.69,-0.176,183.39,1.0,0.126,0.3382,COST_REVIEW
22160,Honor 5 (22160),Series,4,300,2014,Hindi,28,R,8.3,23210.44,5261.25,10,False,2026-09-07 16:37:14.849096,2026-09-07 16:37:14.849105,2850.86,1155.29,459.32,3252.05,125.35,759.2,37073.76,0.1419,0.703,325.21,41879.32,87.46000000000001,18,4,3,75.71,27.78,0.0,0.0,0.0,Biography,Vanguard Entertainment,37073.76,4805.56,0.1296,478.84,0.5714,0.4715,0.4911,RENEW
22161,The Secret Frontier (22161),Movie,17,144,2013,English,163,R,8.2,32034.6,0.0,4,True,2026-09-07 16:37:14.850858,2026-09-07 16:37:14.850878,3063.08,674.78,416.38,1335.07,0.0,768.1,38292.01,0.0,0.9166,333.77,13554.05,55.08,15,2,1,45.54,0.0,0.0,0.0,0.0,Sports,Prism Interactive,38292.01,-24737.96,-0.646,246.08,0.6667,0.0673,0.0901,COST_REVIEW
22162,Tomorrow 4 (22162),Movie,9,255,2014,Hindi,151,TV-Y,6.7,21382.7,2370.54,15,False,2026-09-07 16:37:14.852151,2026-09-07 16:37:14.852170,1525.65,550.61,110.33,2171.21,82.02,981.53,29174.59,0.0813,0.7852,144.75,12851.64,57.14,20,2,1,43.46,20.0,0.0,0.0,0.0,Family,Atlantic Pictures 255,29174.59,-16322.95,-0.5595,224.91,0.6667,0.0601,0.1301,EXIT_OR_RENEGOTIATE
22163,Eclipse 3 (22163),Movie,16,187,2013,Spanish,139,TV-MA,6.9,29116.39,3517.47,8,False,2026-09-07 16:37:14.853808,2026-09-07 16:37:14.853827,3028.12,1345.61,619.88,2254.24,38.22,927.54,40847.47,0.0861,0.7869,281.78,74736.26,115.55,19,7,1,77.62,47.37,0.0,0.0,0.0,Sci-Fi,Prism Interactive 187,40847.47,33888.79,0.8296,646.79,0.875,0.8016,0.7346,EXPAND
22164,Silence 4 (22164),Movie,14,274,2014,Japanese,96,G,7.5,26174.68,4877.42,14,False,2026-09-07 16:37:14.854843,2026-09-07 16:37:14.854854,2799.97,422.39,248.28,3324.96,158.1,1617.42,39623.22,0.1231,0.7313,237.5,54618.76,50.540000000000006,21,4,1,56.24,28.57,0.0,0.0,0.0,Mystery,Vanguard Group 274,39623.22,14995.54,0.3785,1080.7,0.8,0.6283,0.592,RENEW
22165,After Justice (22165),Movie,4,179,2019,Hindi,122,TV-Y,6.9,39993.01,0.0,3,True,2026-09-07 16:37:14.855605,2026-09-07 16:37:14.855618,3126.3,1626.37,884.03,1364.19,0.0,960.49,47954.39,0.0,0.8992,454.73,16676.649999999998,32.519999999999996,13,3,1,57.93,15.38,0.0,0.0,0.0,Biography,Beacon Motion Pictures 179,47954.39,-31277.74,-0.6522,512.81,0.75,0.1047,0.0876,COST_REVIEW
22166,Destiny: Reborn (22166),Movie,19,246,2014,Hindi,165,TV-MA,4.6,27561.3,0.0,3,True,2026-09-07 16:37:14.856646,2026-09-07 16:37:14.856659,3974.5,821.51,277.98,1601.66,0.0,731.44,34968.39,0.0,0.9018,533.89,47696.28,63.97,17,5,1,49.73,11.76,0.0,0.0,0.0,War,Starlight Interactive,34968.39,12727.89,0.364,745.6,0.8333,0.5486,0.5864,MONITOR
22167,Shadow of Vengeance (22167),Series,5,85,2019,English,55,PG-13,6.1,28514.7,5719.67,4,False,2026-09-07 16:37:14.857847,2026-09-07 16:37:14.857867,2294.66,1115.17,287.89,1488.93,84.82,1457.4,40963.24,0.1396,0.7521,372.23,96113.51999999999,181.57999999999998,27,7,2,80.54,37.04,0.0,0.0,0.0,Comedy,Summit Cinema,40963.24,55150.28,1.3463,529.32,0.7778,0.9035,0.8371,EXPAND
22168,Justice 4 (22168),Movie,3,89,2011,Spanish,113,G,5.8,28595.79,0.0,12,True,2026-09-07 16:37:14.859199,2026-09-07 16:37:14.859213,2768.94,954.28,648.43,2148.98,0.0,1455.64,36572.06,0.0,0.8576,179.08,41712.4,82.81,20,7,0,80.5,45.0,0.0,0.0,0.0,Animation,Zenith Entertainment,36572.06,5140.34,0.1406,503.71,1.0,0.4696,0.4958,RENEW
22169,Rise of Thunder - Vindication,Movie,1,7,2012,English,131,PG-13,8.0,42707.8,6494.04,4,False,2026-09-07 16:37:14.860021,2026-09-07 16:37:14.860031,3157.97,1578.01,512.06,2205.17,215.09,2211.43,59081.57,0.1099,0.7763,551.29,58130.16,108.33000000000001,29,8,1,60.45,34.48,0.0,0.0,0.0,Action,HBO Entertainment,59081.57,-951.41,-0.0161,536.6,0.8889,0.6643,0.4207,MONITOR
22170,Monolith 4 (22170),Movie,15,26,2023,English,148,TV-PG,5.1,27568.89,4900.47,6,False,2026-09-07 16:37:14.861678,2026-09-07 16:37:14.861706,2983.55,1056.8,505.42,1741.8,63.51,1872.51,40692.95,0.1204,0.7508,290.3,32930.63,75.35,27,8,1,58.12,25.93,0.0,0.0,0.0,Romance,BBC Film,40692.95,-7762.32,-0.1908,437.04,0.8889,0.3394,0.3306,COST_REVIEW
22171,Project Light - Fallout,Movie,16,25,2019,Hindi,130,TV-MA,7.0,42209.36,3472.3,5,False,2026-09-07 16:37:14.863656,2026-09-07 16:37:14.863674,3701.23,1565.7,512.45,1945.06,63.1,2417.12,55886.32,0.0621,0.8215,389.01,25199.09,40.62,18,5,2,47.55,22.22,0.0,0.0,0.0,Sci-Fi,CJ ENM Entertainment,55886.32,-30687.23,-0.5491,620.36,0.7143,0.222,0.1352,COST_REVIEW
22172,Before Light - Origins,Series,6,293,2014,Hindi,52,G,7.8,20249.49,2708.18,10,False,2026-09-07 16:37:14.864880,2026-09-07 16:37:14.864891,2106.65,774.74,320.47,2074.92,82.75,1103.66,29420.86,0.092,0.7599,207.49,68433.01000000001,103.6,19,4,1,77.7,42.11,0.0,0.0,0.0,Crime,Crest Motion Pictures 293,29420.86,39012.15,1.326,660.55,0.8,0.7565,0.8339,EXPAND
22173,Call of Genesis (22173),Movie,3,243,2016,English,128,TV-PG,8.3,29449.58,6892.61,8,False,2026-09-07 16:37:14.865784,2026-09-07 16:37:14.865796,2362.31,1027.56,601.24,2315.93,208.96,1005.17,43863.36,0.1571,0.7252,289.49,19717.49,66.12,23,8,2,62.4,8.7,0.0,0.0,0.0,Animation,Apex Entertainment 243,43863.36,-24145.87,-0.5505,298.21,0.8,0.1428,0.1345,COST_REVIEW
22174,Redemption: Vindication (22174),Series,16,52,2012,Spanish,28,TV-PG,6.0,28663.54,1434.41,5,False,2026-09-07 16:37:14.866474,2026-09-07 16:37:14.866481,1858.54,1146.15,669.86,1899.59,17.31,1446.5,37135.9,0.0386,0.8219,379.92,116794.89,66.91,21,3,1,57.03,38.1,0.0,0.0,0.0,Sci-Fi,Crest Entertainment,37135.9,79658.99,2.1451,1745.55,0.75,0.9532,0.922,RENEW
22175,Syndicate: Unbound (22175),Series,17,79,2016,Japanese,39,TV-PG,6.1,20018.67,3414.94,10,False,2026-09-07 16:37:14.867556,2026-09-07 16:37:14.867570,2605.04,844.0,361.06,2884.31,115.71,513.28,30757.01,0.111,0.7356,288.43,41728.84,95.39,20,7,2,66.86,25.0,0.0,0.0,0.0,Sports,Silver Entertainment 79,30757.01,10971.83,0.3567,437.46,0.7778,0.4698,0.584,EXPAND
22176,Thunder 4 (22176),Movie,7,99,2018,Hindi,85,NC-17,6.8,17256.14,0.0,10,True,2026-09-07 16:37:14.868542,2026-09-07 16:37:14.868556,2031.01,734.73,217.69,2932.39,0.0,694.78,23866.74,0.0,0.8081,293.24,41579.92,84.92999999999999,25,3,2,47.14,12.0,0.0,0.0,0.0,Documentary,Nexus Entertainment,23866.74,17713.18,0.7422,489.58,0.6,0.4677,0.7096,MONITOR
22177,Kingdom of Tomorrow (22177),Movie,9,43,2025,Hindi,75,TV-MA,6.7,21532.2,4913.57,11,False,2026-09-07 16:37:14.869516,2026-09-07 16:37:14.869529,1952.25,966.21,277.37,2876.35,147.61,764.19,33429.75,0.147,0.7025,261.49,29953.2,40.05,15,4,1,49.23,20.0,0.0,0.0,0.0,Family,Prism Productions,33429.75,-3476.55,-0.104,747.9,0.8,0.2939,0.3768,COST_REVIEW
22178,Storm 2 (22178),Series,12,193,2024,Japanese,45,PG,7.8,29019.54,1477.94,6,False,2026-09-07 16:37:14.870281,2026-09-07 16:37:14.870290,1865.22,756.66,235.69,2038.2,37.24,729.79,36160.28,0.0409,0.8541,339.7,42998.85,64.05,20,3,3,46.32,15.0,0.0,0.0,0.0,Horror,Crown Entertainment,36160.28,6838.57,0.1891,671.33,0.5,0.4865,0.5169,MONITOR
22179,Rise of Odyssey - Revelation,Movie,9,262,2011,Hindi,84,PG-13,5.5,15544.31,0.0,6,True,2026-09-07 16:37:14.871243,2026-09-07 16:37:14.871255,2143.59,638.9,253.52,1656.79,0.0,813.33,21050.44,0.0,0.8403,276.13,25682.82,115.47,20,2,1,56.32,20.0,0.0,0.0,0.0,Family,Pacific Motion Pictures 262,21050.44,4632.38,0.2201,222.42,0.6667,0.2299,0.53,RENEW
22180,Chronicles of Silence - Vindication,Movie,9,238,2011,Korean,119,TV-MA,5.8,30838.89,0.0,3,True,2026-09-07 16:37:14.872036,2026-09-07 16:37:14.872044,2321.6,1484.37,673.67,1583.12,0.0,1137.25,38038.9,0.0,0.8718,527.71,34375.880000000005,47.69,12,1,0,64.41,75.0,0.0,0.0,0.0,Family,Summit Studios 238,38038.9,-3663.02,-0.0963,720.82,1.0,0.3612,0.3802,COST_REVIEW
22181,Rise of Vengeance - Origins,Movie,14,55,2017,Hindi,135,PG-13,5.4,17014.48,1448.8,4,False,2026-09-07 16:37:14.873005,2026-09-07 16:37:14.873015,2446.12,474.05,129.37,741.1,50.17,585.31,22889.4,0.0633,0.8502,185.28,39969.93,85.07,21,1,2,55.51,28.57,0.0,0.0,0.0,Mystery,Zenith Group,22889.4,17080.53,0.7462,469.85,0.3333,0.4448,0.7109,RENEW
22182,Nemesis: Rising (22182),Movie,9,237,2014,Japanese,146,PG,6.3,19872.25,2643.49,6,False,2026-09-07 16:37:14.874122,2026-09-07 16:37:14.874136,2048.3,838.96,203.1,1653.39,67.68,730.28,28057.45,0.0942,0.7813,275.56,68906.51000000001,72.72,18,4,2,55.74,11.11,0.0,0.0,0.0,Family,Vanguard Films 237,28057.45,40849.06,1.4559,947.56,0.6667,0.76,0.8532,RENEW
22183,Children of Illusion - Defiance,Series,6,256,2016,Hindi,50,TV-PG,7.3,23241.89,2347.7,3,False,2026-09-07 16:37:14.874865,2026-09-07 16:37:14.874874,2106.52,585.72,125.21,1121.21,80.83,800.79,30409.87,0.0772,0.8336,373.74,36472.06,51.8,20,1,2,50.96,0.0,0.0,0.0,0.0,Crime,Zenith Studios 256,30409.87,6062.19,0.1993,704.09,0.3333,0.3933,0.5214,RENEW
22184,Paradox 3 (22184),Movie,4,63,2012,English,154,TV-MA,7.9,30528.88,5298.72,14,False,2026-09-07 16:37:14.875531,2026-09-07 16:37:14.875538,3869.79,645.53,473.85,2091.28,73.05,1193.46,44174.56,0.1199,0.7787,149.38,25180.03,75.26,23,6,1,80.99,52.17,0.0,0.0,0.0,Biography,Starlight Motion Pictures 63,44174.56,-18994.53,-0.43,334.57,0.8571,0.2218,0.2005,COST_REVIEW
22185,Labyrinth 4 (22185),Movie,10,46,2010,English,77,PG,6.5,34290.97,4980.83,15,False,2026-09-07 16:37:14.876118,2026-09-07 16:37:14.876125,4763.55,1050.16,211.36,1930.86,159.66,877.73,48265.12,0.1032,0.8092,128.72,70335.72,88.34,22,5,2,65.09,40.91,0.0,0.0,0.0,Fantasy,Crest Motion Pictures,48265.12,22070.6,0.4573,796.19,0.7143,0.771,0.6203,EXPAND
22186,Shadow of Destiny - Reborn,Series,18,287,2022,English,60,TV-Y,7.0,30704.3,0.0,5,True,2026-09-07 16:37:14.876731,2026-09-07 16:37:14.876738,2866.68,1327.3,509.17,1285.46,0.0,1294.8,37987.71,0.0,0.8837,257.09,45106.11,109.69999999999999,24,7,2,52.8,12.5,0.0,0.0,0.0,Thriller,Starlight Studios,37987.71,7118.4,0.1874,411.18,0.7778,0.5143,0.516,RENEW
22187,Thunder 5 (22187),Movie,16,54,2020,French,126,TV-Y,6.3,43008.6,0.0,15,True,2026-09-07 16:37:14.877451,2026-09-07 16:37:14.877462,4157.25,1107.44,459.55,2342.28,0.0,891.36,51966.48,0.0,0.9076,156.15,27924.62,63.93,17,4,1,65.21,41.18,0.0,0.0,0.0,Sci-Fi,Vanguard Films,51966.48,-24041.86,-0.4626,436.8,0.8,0.2639,0.1812,COST_REVIEW
22188,Olympus: Evolution (22188),Movie,20,184,2021,Hindi,170,TV-MA,6.8,28527.52,0.0,9,True,2026-09-07 16:37:14.878109,2026-09-07 16:37:14.878118,2823.77,722.4,600.63,2845.89,0.0,1611.68,37131.89,0.0,0.8443,316.21,68557.59,82.02,16,4,0,64.72,31.25,0.0,0.0,0.0,Western,Prism Studios 184,37131.89,31425.7,0.8463,835.86,1.0,0.7575,0.7387,EXPAND
22189,Project Freedom (22189),Series,11,142,2018,Hindi,60,TV-PG,5.9,22791.08,4210.73,12,False,2026-09-07 16:37:14.879025,2026-09-07 16:37:14.879038,3259.33,563.36,357.76,1791.52,111.43,1142.59,34227.8,0.123,0.7611,149.29,54559.17,90.2,28,7,0,64.7,32.14,0.0,0.0,0.0,History,Orion Films 142,34227.8,20331.37,0.594,604.87,1.0,0.6275,0.6658,EXPAND
22190,The Secret Tomorrow - Endgame,Movie,3,190,2014,Korean,151,TV-PG,6.5,31843.17,4543.48,10,False,2026-09-07 16:37:14.881359,2026-09-07 16:37:14.881384,3895.4,720.75,465.9,2638.82,104.98,1954.55,46167.05,0.0984,0.7741,263.88,25025.270000000004,82.78,23,5,1,65.48,43.48,0.0,0.0,0.0,Animation,Beacon Entertainment,46167.05,-21141.78,-0.4579,302.31,0.8333,0.2193,0.1841,COST_REVIEW
22191,Rise of Honor - Protocol,Movie,3,214,2012,English,91,R,4.9,15305.87,0.0,10,True,2026-09-07 16:37:14.882546,2026-09-07 16:37:14.882562,1259.49,556.96,147.44,2202.13,0.0,397.56,19869.45,0.0,0.8337,220.21,28573.530000000002,50.17,13,4,0,65.74,53.85,0.0,0.0,0.0,Animation,Beacon Motion Pictures 214,19869.45,8704.08,0.4381,569.53,1.0,0.2743,0.6134,EXPAND
22192,Paradox: Evolution (22192),Series,3,67,2015,Hindi,38,NC-17,6.3,44826.2,0.0,4,True,2026-09-07 16:37:14.883380,2026-09-07 16:37:14.883392,3435.93,1054.17,1054.01,2457.69,0.0,2296.98,55124.98,0.0,0.8755,614.42,44453.64,92.53,25,10,0,73.86,48.0,0.0,0.0,0.0,Animation,Prism Productions 67,55124.98,-10671.34,-0.1936,480.42,1.0,0.5059,0.3292,COST_REVIEW
22193,Light: Evolution (22193),Series,18,80,2016,French,55,PG-13,5.7,30843.83,3875.69,4,False,2026-09-07 16:37:14.884130,2026-09-07 16:37:14.884140,2490.12,1471.92,741.67,1140.18,87.86,1831.01,42482.28,0.0912,0.7847,285.04,58374.47,68.66,26,3,6,47.57,23.08,0.0,0.0,0.0,Thriller,Crest Motion Pictures 80,42482.28,15892.19,0.3741,850.2,0.3333,0.6668,0.5903,MONITOR
22194,City of Frontier - Unbound (22194),Movie,8,173,2019,English,144,TV-PG,6.3,30542.11,7580.7,11,False,2026-09-07 16:37:14.884916,2026-09-07 16:37:14.884925,2557.01,827.92,613.36,3739.89,145.25,1489.42,47495.66,0.1596,0.6969,339.99,26016.59,53.21,20,2,1,52.56,25.0,0.0,0.0,0.0,Drama,Omni Pictures 173,47495.66,-21479.07,-0.4522,488.94,0.6667,0.2351,0.1873,COST_REVIEW
22195,Storm: Extraction (22195),Series,15,151,2018,French,53,PG-13,5.6,26351.98,3183.31,3,False,2026-09-07 16:37:14.885693,2026-09-07 16:37:14.885703,2127.04,895.54,293.18,1830.64,75.74,1109.71,35867.14,0.0888,0.794,610.21,39487.83,75.48,24,2,4,49.86,8.33,0.0,0.0,0.0,Romance,Beacon Studios,35867.14,3620.69,0.1009,523.16,0.3333,0.4387,0.4775,MONITOR
22196,Genesis: Retribution (22196),Movie,3,60,2018,Japanese,77,NC-17,6.8,36993.85,3730.04,11,False,2026-09-07 16:37:14.887070,2026-09-07 16:37:14.887089,4412.09,1084.7,768.27,2360.24,75.33,1927.27,51351.79,0.0726,0.8063,214.57,54647.43,67.75999999999999,25,2,3,45.35,8.0,0.0,0.0,0.0,Animation,Orion Interactive,51351.79,3295.64,0.0642,806.49,0.4,0.6286,0.4594,MONITOR
